AIRLINE,ORIGIN,DEST,Carrier_Delays,Weather_Delays,NAS_Delays,Security_Delays,Late_Aircraft_Delays,Total_Flights
Spirit Air Lines,IAH,TPA,18,2,22,1,12,122
Spirit Air Lines,LBE,MYR,5,2,9,0,7,122
Spirit Air Lines,MYR,BWI,8,0,9,0,5,122
United Air Lines Inc.,DEN,TUS,19,2,18,0,11,122
United Air Lines Inc.,ORD,DTW,20,7,10,0,22,122
American Airlines Inc.,TYS,DFW,12,5,12,1,22,121
Delta Air Lines Inc.,DFW,BOS,16,2,12,0,13,121
Delta Air Lines Inc.,FSD,ATL,6,1,10,0,2,121
Delta Air Lines Inc.,JFK,DTW,16,0,8,0,7,121
Envoy Air,DFW,STS,7,0,13,0,5,121
Envoy Air,IND,MIA,20,2,14,0,18,121
Frontier Airlines Inc.,CLT,MCO,20,0,20,0,29,121
Frontier Airlines Inc.,PBI,ISP,27,1,22,0,18,121
Horizon Air,SEA,BZN,11,0,7,0,5,121
JetBlue Airways,PBI,PVD,18,0,14,0,9,121
Mesa Airlines Inc.,DFW,TUL,13,4,6,0,15,121
Mesa Airlines Inc.,STL,IAH,5,4,5,0,3,121
Republic Airline,ORD,SYR,7,4,18,0,12,121
Republic Airline,PHL,HVN,4,1,7,0,6,121
Republic Airline,SDF,IAH,13,0,20,0,2,121
SkyWest Airlines Inc.,ORD,CHA,18,1,2,0,11,121
SkyWest Airlines Inc.,SDF,DEN,13,0,1,0,3,121
Southwest Airlines Co.,BWI,LGA,20,3,25,1,20,121
Southwest Airlines Co.,DCA,OKC,21,1,18,1,21,121
Southwest Airlines Co.,LGA,BWI,10,2,10,0,11,121
United Air Lines Inc.,DEN,STL,28,0,11,0,20,121
United Air Lines Inc.,EWR,SMF,35,2,31,0,19,121
United Air Lines Inc.,SFO,JFK,4,0,20,0,3,121
United Air Lines Inc.,SFO,MSY,19,0,11,0,14,121
Alaska Airlines Inc.,FLL,LAX,9,1,12,0,5,120
American Airlines Inc.,CLT,OKC,18,4,15,1,18,120
American Airlines Inc.,LAX,RDU,17,0,10,0,12,120
Delta Air Lines Inc.,BOS,DFW,15,0,15,0,8,120
Delta Air Lines Inc.,JFK,RSW,6,0,5,0,2,120
Endeavor Air Inc.,MSP,PIT,4,0,5,0,3,120
Envoy Air,MIA,IND,9,3,15,0,8,120
Envoy Air,ORD,HSV,6,4,15,0,6,120
ExpressJet Airlines LLC d/b/a aha!,LCH,IAH,1,1,11,0,5,120
Horizon Air,BZN,SEA,9,2,23,0,3,120
Mesa Airlines Inc.,DFW,FSM,11,1,8,0,14,120
Mesa Airlines Inc.,MSY,IAD,6,0,7,0,4,120
PSA Airlines Inc.,DCA,JAN,18,0,22,0,22,120
PSA Airlines Inc.,DCA,MGM,16,1,14,0,22,120
PSA Airlines Inc.,GRR,PHL,10,2,12,0,7,120
Republic Airline,BNA,RDU,6,1,9,1,13,120
Republic Airline,LEX,DTW,12,1,5,0,8,120
Republic Airline,ORD,EYW,6,2,26,0,1,120
SkyWest Airlines Inc.,DFW,DEN,12,0,7,0,9,120
SkyWest Airlines Inc.,DTW,PHL,23,4,2,0,1,120
SkyWest Airlines Inc.,GNV,DFW,12,2,0,0,6,120
SkyWest Airlines Inc.,ORD,CHS,9,2,3,0,18,120
SkyWest Airlines Inc.,WYS,SLC,5,7,0,0,3,120
Southwest Airlines Co.,PSP,LAS,10,1,29,1,21,120
Spirit Air Lines,BOS,SJU,19,5,31,0,10,120
Spirit Air Lines,MYR,ORD,14,3,19,0,9,120
United Air Lines Inc.,FAT,DEN,12,1,15,0,7,120
United Air Lines Inc.,IAD,CHS,6,0,10,0,5,120
United Air Lines Inc.,IAH,OMA,26,4,9,0,15,120
United Air Lines Inc.,ICT,DEN,12,0,6,0,1,120
United Air Lines Inc.,RIC,ORD,11,0,7,0,1,120
Alaska Airlines Inc.,BOS,SAN,6,4,11,0,15,119
Allegiant Air,LAS,MEM,15,1,20,2,13,119
American Airlines Inc.,CHS,DCA,5,1,5,0,11,119
American Airlines Inc.,CLT,DSM,27,4,12,0,20,119
American Airlines Inc.,DFW,GSO,21,0,8,0,18,119
Delta Air Lines Inc.,ATL,MOB,12,1,7,0,8,119
Delta Air Lines Inc.,JFK,JAX,16,0,14,0,10,119
Delta Air Lines Inc.,MSP,CMH,11,2,6,0,3,119
Delta Air Lines Inc.,TVC,DTW,8,0,9,0,3,119
Envoy Air,CHO,CLT,8,0,10,0,17,119
Envoy Air,DFW,SBA,10,1,13,0,8,119
Envoy Air,RDU,MIA,12,2,12,1,13,119
Frontier Airlines Inc.,MCO,DFW,20,2,18,0,13,119
Hawaiian Airlines Inc.,KOA,LAX,24,0,0,0,6,119
Horizon Air,PDX,SMF,10,0,13,0,6,119
Horizon Air,SMF,PDX,7,0,7,0,11,119
JetBlue Airways,LGB,LAS,10,0,11,0,15,119
Republic Airline,BGR,EWR,6,1,16,0,5,119
Republic Airline,PWM,ORD,7,0,13,0,6,119
SkyWest Airlines Inc.,DEN,SLN,14,0,0,0,4,119
SkyWest Airlines Inc.,DFW,GNV,13,0,3,0,11,119
SkyWest Airlines Inc.,DFW,LCH,11,4,1,0,8,119
SkyWest Airlines Inc.,FWA,MSP,11,2,4,0,0,119
SkyWest Airlines Inc.,HSV,DFW,12,2,1,1,13,119
SkyWest Airlines Inc.,LGA,BNA,4,3,15,0,19,119
SkyWest Airlines Inc.,PHX,MRY,8,2,0,0,5,119
Southwest Airlines Co.,LAS,DSM,20,0,12,0,9,119
Southwest Airlines Co.,LIT,ATL,7,1,8,0,14,119
Spirit Air Lines,TPA,IAH,7,1,17,0,4,119
United Air Lines Inc.,DTW,ORD,9,1,18,0,8,119
United Air Lines Inc.,JAX,IAD,18,3,12,0,18,119
United Air Lines Inc.,PWM,ORD,6,1,14,0,3,119
Alaska Airlines Inc.,ORD,ANC,9,1,18,1,7,118
American Airlines Inc.,PHL,IAH,13,1,12,0,6,118
American Airlines Inc.,RDU,LAX,15,2,11,0,12,118
Delta Air Lines Inc.,SLC,MIA,11,2,12,0,9,118
Endeavor Air Inc.,JAX,JFK,8,1,8,0,9,118
Endeavor Air Inc.,MSP,FAR,4,0,6,0,3,118
Envoy Air,ATL,ORD,17,1,17,0,20,118
Envoy Air,AUS,IND,9,2,7,0,10,118
Frontier Airlines Inc.,COS,PHX,6,1,9,0,12,118
Frontier Airlines Inc.,LGA,MCO,29,1,34,0,45,118
Frontier Airlines Inc.,MCO,ONT,27,4,23,0,21,118
Frontier Airlines Inc.,MIA,LAS,28,3,25,0,18,118
Frontier Airlines Inc.,ONT,MCO,26,0,18,0,27,118
JetBlue Airways,JFK,BNA,29,0,17,0,15,118
Mesa Airlines Inc.,IAH,HRL,10,0,3,0,6,118
Mesa Airlines Inc.,IAH,MSY,8,0,6,0,2,118
PSA Airlines Inc.,DCA,CAK,20,3,20,0,23,118
PSA Airlines Inc.,SGF,CLT,4,1,6,0,9,118
Republic Airline,LGA,OKC,9,0,15,0,11,118
SkyWest Airlines Inc.,CRW,ORD,9,3,6,0,5,118
SkyWest Airlines Inc.,IND,MSP,9,6,1,0,5,118
SkyWest Airlines Inc.,ORD,SLN,10,2,4,0,7,118
Southwest Airlines Co.,OAK,KOA,8,0,9,0,4,118
Southwest Airlines Co.,OKC,DCA,10,0,10,0,10,118
Spirit Air Lines,DTW,MSP,8,0,5,0,2,118
Spirit Air Lines,LAX,BNA,12,0,17,1,10,118
Spirit Air Lines,MYR,PHL,6,2,17,0,5,118
United Air Lines Inc.,DEN,FAT,24,1,13,0,20,118
United Air Lines Inc.,IAD,SMF,11,2,11,0,9,118
Alaska Airlines Inc.,PDX,JFK,12,0,18,0,4,117
Alaska Airlines Inc.,SJC,HNL,7,0,19,1,5,117
Allegiant Air,FAR,AZA,10,2,19,0,18,117
Delta Air Lines Inc.,ATL,BZN,6,1,9,0,4,117
Endeavor Air Inc.,AVL,LGA,6,3,13,0,16,117
Endeavor Air Inc.,CLE,BOS,9,3,22,0,6,117
Envoy Air,RDU,AUS,11,0,15,0,6,117
Envoy Air,RDU,JFK,12,0,11,2,13,117
Frontier Airlines Inc.,ATL,TTN,16,0,6,0,17,117
Frontier Airlines Inc.,LAS,MIA,34,2,22,0,16,117
Frontier Airlines Inc.,LAS,PHL,31,1,24,0,22,117
JetBlue Airways,SLC,FLL,20,0,18,0,22,117
PSA Airlines Inc.,JAN,DCA,6,0,6,0,2,117
PSA Airlines Inc.,PHL,PIT,8,1,15,0,13,117
Republic Airline,DFW,EWR,9,1,11,0,10,117
Republic Airline,PHL,CHS,4,0,7,0,3,117
SkyWest Airlines Inc.,DEN,DTW,16,0,2,0,5,117
SkyWest Airlines Inc.,SJT,DFW,8,2,0,0,4,117
SkyWest Airlines Inc.,STL,DTW,16,7,0,0,1,117
Southwest Airlines Co.,ABQ,BWI,9,0,7,1,6,117
Southwest Airlines Co.,BNA,RSW,13,0,8,0,18,117
Southwest Airlines Co.,LAS,ORD,27,0,32,0,21,117
Southwest Airlines Co.,ORD,AUS,21,1,16,0,30,117
Southwest Airlines Co.,SLC,HOU,23,0,20,0,23,117
Spirit Air Lines,BDL,FLL,9,2,27,0,11,117
Spirit Air Lines,EWR,MIA,10,1,19,0,7,117
United Air Lines Inc.,RNO,SFO,9,2,17,0,7,117
Alaska Airlines Inc.,JFK,PDX,5,2,13,0,2,116
American Airlines Inc.,ORD,SMF,11,3,9,1,12,116
Delta Air Lines Inc.,ATL,ROA,14,2,8,0,12,116
Delta Air Lines Inc.,JFK,STT,12,1,11,0,0,116
Endeavor Air Inc.,BDL,MSP,2,1,9,0,4,116
Endeavor Air Inc.,DTW,GSO,10,0,7,0,2,116
Endeavor Air Inc.,JFK,BGR,6,0,8,0,8,116
Envoy Air,DFW,AVL,9,1,12,0,8,116
Envoy Air,DFW,TYS,13,1,17,0,10,116
ExpressJet Airlines LLC d/b/a aha!,IAH,AEX,8,1,11,0,8,116
Frontier Airlines Inc.,AUS,LAS,15,0,13,0,23,116
Frontier Airlines Inc.,DFW,MCO,19,1,21,0,26,116
Frontier Airlines Inc.,DTW,LAS,24,0,21,0,10,116
Frontier Airlines Inc.,LAS,ORD,27,0,16,0,13,116
Frontier Airlines Inc.,RDU,LAS,17,1,21,0,14,116
JetBlue Airways,ABQ,JFK,25,1,12,0,32,116
JetBlue Airways,LGA,SAV,26,0,25,1,19,116
Mesa Airlines Inc.,BTV,IAD,3,3,3,0,10,116
Mesa Airlines Inc.,IAH,CLE,4,1,5,0,2,116
Republic Airline,ALB,EWR,2,0,8,0,2,116
Republic Airline,EWR,MSY,8,2,10,0,3,116
SkyWest Airlines Inc.,ORD,BTV,14,0,7,0,10,116
Southwest Airlines Co.,COS,MDW,9,0,5,0,9,116
Southwest Airlines Co.,DEN,PSP,23,0,13,0,22,116
Spirit Air Lines,MCO,MSP,11,3,17,2,10,116
Spirit Air Lines,MSP,MCO,10,2,18,0,5,116
United Air Lines Inc.,PBI,ORD,16,0,13,0,17,116
Alaska Airlines Inc.,EWR,PDX,5,2,16,3,19,115
American Airlines Inc.,AUS,TPA,11,3,8,0,14,115
American Airlines Inc.,DFW,LBB,15,3,14,0,17,115
American Airlines Inc.,LAX,IAH,19,1,12,0,16,115
American Airlines Inc.,SRQ,DFW,19,8,13,1,23,115
Delta Air Lines Inc.,MEM,DTW,3,2,6,0,3,115
Delta Air Lines Inc.,STT,JFK,4,1,14,0,9,115
Envoy Air,DCA,LIT,14,3,17,0,13,115
Envoy Air,MIA,MSY,10,3,10,1,8,115
ExpressJet Airlines LLC d/b/a aha!,IAH,MLU,7,1,13,0,11,115
ExpressJet Airlines LLC d/b/a aha!,PNS,IAH,4,0,12,0,10,115
Frontier Airlines Inc.,LAS,SAT,16,1,10,0,6,115
Frontier Airlines Inc.,SLC,LAS,8,0,23,0,21,115
JetBlue Airways,ORH,FLL,31,1,21,0,22,115
Mesa Airlines Inc.,PHX,STS,10,0,8,0,7,115
Mesa Airlines Inc.,RIC,IAH,6,4,9,1,3,115
PSA Airlines Inc.,DCA,CLT,18,2,8,0,6,115
PSA Airlines Inc.,SYR,CLT,6,1,12,0,8,115
Republic Airline,CLT,MYR,4,2,16,0,11,115
SkyWest Airlines Inc.,BOI,IAH,12,0,1,0,1,115
SkyWest Airlines Inc.,DEN,CYS,14,1,0,0,5,115
SkyWest Airlines Inc.,IAH,BOI,7,2,4,0,6,115
SkyWest Airlines Inc.,SFO,JAC,10,1,3,0,11,115
Southwest Airlines Co.,BHM,BWI,8,0,5,1,12,115
Southwest Airlines Co.,BWI,GSP,16,0,6,0,10,115
Southwest Airlines Co.,GSP,BWI,5,0,2,0,8,115
Spirit Air Lines,MYR,LBE,8,1,7,0,7,115
United Air Lines Inc.,DEN,JAX,25,6,23,0,25,115
United Air Lines Inc.,ORD,CVG,17,3,13,0,17,115
United Air Lines Inc.,ORD,PWM,10,1,8,0,14,115
Allegiant Air,PGD,FWA,18,2,19,0,13,114
American Airlines Inc.,DCA,PHL,7,1,11,0,7,114
American Airlines Inc.,IAH,LAX,18,0,12,0,9,114
American Airlines Inc.,PHX,RDU,14,1,4,0,9,114
American Airlines Inc.,PSP,PHX,7,0,12,0,11,114
American Airlines Inc.,SMF,ORD,8,1,8,0,10,114
Delta Air Lines Inc.,SEA,LIH,9,0,11,1,11,114
Endeavor Air Inc.,ABE,DTW,10,3,7,0,6,114
Endeavor Air Inc.,BGR,JFK,2,0,11,0,6,114
Endeavor Air Inc.,ELM,DTW,1,0,6,0,5,114
Envoy Air,DFW,ABQ,6,1,10,0,6,114
ExpressJet Airlines LLC d/b/a aha!,AMA,IAH,4,1,9,0,5,114
ExpressJet Airlines LLC d/b/a aha!,IND,EWR,5,0,47,0,22,114
Frontier Airlines Inc.,AUS,DEN,10,0,13,0,7,114
Frontier Airlines Inc.,MCO,EWR,21,5,16,0,10,114
Horizon Air,PDX,RNO,12,2,11,0,5,114
JetBlue Airways,JFK,SMF,25,2,17,0,21,114
Republic Airline,MSP,PHL,3,1,6,0,2,114
SkyWest Airlines Inc.,ATL,BQK,10,4,10,0,11,114
SkyWest Airlines Inc.,DFW,HSV,8,0,0,0,7,114
SkyWest Airlines Inc.,DTW,STL,14,6,2,0,1,114
SkyWest Airlines Inc.,ORD,SCE,20,1,5,0,7,114
SkyWest Airlines Inc.,PDX,RNO,10,0,1,0,3,114
SkyWest Airlines Inc.,SAN,AUS,8,0,1,1,13,114
SkyWest Airlines Inc.,SNA,SEA,7,1,0,0,0,114
Southwest Airlines Co.,MDW,LGB,14,2,19,0,12,114
Spirit Air Lines,BWI,MYR,6,1,9,1,5,114
Spirit Air Lines,LAX,AUS,8,1,10,1,3,114
Spirit Air Lines,MYR,CLE,12,2,12,0,6,114
United Air Lines Inc.,EWR,MCI,35,2,18,0,30,114
United Air Lines Inc.,ORD,ANC,19,2,6,0,17,114
Alaska Airlines Inc.,KOA,SJC,13,0,10,0,21,113
American Airlines Inc.,DFW,TYS,34,1,18,0,20,113
American Airlines Inc.,ORD,ABQ,17,3,18,0,19,113
American Airlines Inc.,PIT,MIA,7,0,13,0,0,113
Delta Air Lines Inc.,JFK,CLT,5,1,9,0,3,113
Delta Air Lines Inc.,LAX,MEM,18,0,7,0,5,113
Endeavor Air Inc.,STL,DTW,3,1,1,0,2,113
Envoy Air,CLE,LGA,6,0,21,0,11,113
Envoy Air,MIA,RDU,11,3,14,0,9,113
Envoy Air,PIT,MIA,13,0,9,0,14,113
Envoy Air,XNA,DCA,8,2,9,0,0,113
Frontier Airlines Inc.,MSY,DEN,11,0,16,0,16,113
Frontier Airlines Inc.,TPA,TTN,10,0,9,0,12,113
Frontier Airlines Inc.,TTN,PBI,8,1,23,0,9,113
JetBlue Airways,SJC,JFK,18,0,19,0,28,113
JetBlue Airways,SLC,BOS,29,0,13,0,30,113
Mesa Airlines Inc.,DFW,MEM,17,1,14,0,8,113
Mesa Airlines Inc.,IAD,BTV,9,1,8,0,4,113
Republic Airline,DCA,CLE,7,1,16,1,12,113
SkyWest Airlines Inc.,ATL,ROA,7,4,4,0,7,113
SkyWest Airlines Inc.,LAX,SUN,12,1,2,0,4,113
SkyWest Airlines Inc.,LCH,DFW,7,0,1,1,6,113
SkyWest Airlines Inc.,LFT,ATL,10,7,3,2,6,113
SkyWest Airlines Inc.,MSP,PHL,14,4,3,0,0,113
SkyWest Airlines Inc.,SMF,PDX,7,1,1,0,5,113
Southwest Airlines Co.,DEN,CHS,24,2,10,0,26,113
United Air Lines Inc.,IAH,CVG,22,3,13,0,21,113
Allegiant Air,IND,PGD,12,3,19,0,14,112
Allegiant Air,IND,SFB,13,3,17,0,14,112
Allegiant Air,SFB,IND,11,1,15,0,24,112
American Airlines Inc.,AMA,DFW,19,1,6,1,10,112
American Airlines Inc.,DSM,CLT,7,1,5,0,2,112
American Airlines Inc.,JAX,PHL,8,1,10,0,15,112
American Airlines Inc.,PSP,ORD,12,2,9,0,9,112
Delta Air Lines Inc.,BOS,RSW,7,0,7,0,6,112
Delta Air Lines Inc.,BZN,ATL,10,1,8,0,10,112
Delta Air Lines Inc.,SLC,MEM,6,1,6,0,7,112
Delta Air Lines Inc.,TUS,SEA,4,1,3,0,6,112
Envoy Air,BOS,ORD,16,0,8,0,13,112
Envoy Air,CLE,MIA,8,0,12,0,5,112
Envoy Air,LGA,PIT,6,4,17,0,24,112
ExpressJet Airlines LLC d/b/a aha!,VPS,IAH,7,1,15,0,9,112
Frontier Airlines Inc.,ORD,LAS,11,2,18,0,20,112
Mesa Airlines Inc.,IAD,MSY,8,1,7,0,1,112
Mesa Airlines Inc.,IAH,STL,5,1,2,0,7,112
Mesa Airlines Inc.,PHX,MAF,16,1,12,0,13,112
PSA Airlines Inc.,PHL,MEM,8,1,16,1,6,112
Republic Airline,CLT,JFK,4,1,12,0,4,112
Republic Airline,DCA,ROC,6,1,10,1,12,112
Republic Airline,EYW,LGA,26,6,23,0,27,112
Republic Airline,PBI,DCA,8,0,17,0,19,112
SkyWest Airlines Inc.,ATL,LFT,16,7,1,0,3,112
SkyWest Airlines Inc.,CRP,DFW,9,2,0,0,10,112
SkyWest Airlines Inc.,DTW,AVP,10,3,4,0,6,112
Southwest Airlines Co.,CHS,HOU,20,0,14,0,23,112
Southwest Airlines Co.,IAH,LAS,12,0,7,0,15,112
Southwest Airlines Co.,IND,MCI,10,0,4,0,8,112
Southwest Airlines Co.,LAX,HNL,12,0,12,0,8,112
Southwest Airlines Co.,MSY,LGA,6,4,14,1,11,112
Southwest Airlines Co.,SMF,OGG,9,0,19,0,4,112
Spirit Air Lines,EWR,MSY,10,0,16,1,7,112
United Air Lines Inc.,DEN,BUR,27,3,16,0,18,112
United Air Lines Inc.,IAH,TUL,16,2,8,0,14,112
United Air Lines Inc.,MSY,SFO,12,0,19,0,9,112
United Air Lines Inc.,STL,DEN,10,1,10,0,11,112
Alaska Airlines Inc.,SFO,MCO,8,0,10,0,1,111
Alaska Airlines Inc.,SJC,LAX,3,0,13,0,12,111
American Airlines Inc.,LGA,PHL,9,1,16,0,17,111
American Airlines Inc.,PHX,PSP,11,0,16,0,16,111
Delta Air Lines Inc.,GEG,SEA,7,0,9,0,3,111
Delta Air Lines Inc.,PVD,DTW,5,1,4,0,2,111
Delta Air Lines Inc.,RSW,BOS,7,1,13,0,13,111
Endeavor Air Inc.,GSO,DTW,7,3,6,0,10,111
Endeavor Air Inc.,LGA,DSM,17,1,16,0,22,111
Endeavor Air Inc.,MYR,ATL,0,0,4,0,3,111
Endeavor Air Inc.,RDU,PHL,5,1,15,0,8,111
Envoy Air,CLT,CHO,11,1,16,1,7,111
Envoy Air,DCA,CMH,12,2,9,0,12,111
Envoy Air,DFW,STL,5,4,5,1,6,111
Envoy Air,JFK,ORF,6,0,15,0,13,111
Envoy Air,PWM,ORD,7,0,12,0,7,111
PSA Airlines Inc.,PHL,GRR,9,0,8,0,11,111
Republic Airline,CHO,LGA,5,5,24,0,12,111
Republic Airline,CLE,PHL,5,0,6,0,7,111
Republic Airline,MCI,MIA,3,0,7,0,3,111
Republic Airline,MIA,MCI,0,2,12,0,3,111
SkyWest Airlines Inc.,DFW,SJT,7,0,0,0,3,111
SkyWest Airlines Inc.,MSP,MQT,5,2,2,0,1,111
Southwest Airlines Co.,DAL,LGB,25,1,13,0,27,111
Southwest Airlines Co.,HOU,TUS,22,1,6,0,13,111
Spirit Air Lines,FLL,BDL,7,2,14,2,7,111
Spirit Air Lines,MSY,ORD,5,1,14,1,5,111
United Air Lines Inc.,ANC,ORD,9,0,8,0,5,111
United Air Lines Inc.,JFK,LAX,10,0,7,0,4,111
United Air Lines Inc.,ORD,OGG,17,1,25,0,3,111
United Air Lines Inc.,PHX,LAX,2,1,4,0,2,111
Allegiant Air,PIE,FNT,16,2,20,0,14,110
American Airlines Inc.,MSP,PHL,4,1,8,0,7,110
American Airlines Inc.,RDU,PHX,12,1,12,0,8,110
Endeavor Air Inc.,ATL,BHM,6,0,2,0,2,110
Endeavor Air Inc.,JFK,DCA,5,0,7,0,4,110
Envoy Air,CHS,DFW,11,1,9,0,7,110
Envoy Air,GNV,DFW,19,5,18,1,21,110
Envoy Air,ORD,EWR,9,1,23,0,9,110
Frontier Airlines Inc.,LAS,AUS,19,0,7,0,14,110
Frontier Airlines Inc.,PHX,SAN,10,0,11,0,9,110
Frontier Airlines Inc.,SEA,LAS,19,0,19,0,19,110
Hawaiian Airlines Inc.,LIH,KOA,16,0,0,0,20,110
JetBlue Airways,LGB,OAK,14,0,8,0,9,110
JetBlue Airways,PVD,PBI,17,0,25,0,19,110
Mesa Airlines Inc.,PHX,DRO,13,0,6,0,9,110
PSA Airlines Inc.,DCA,CHA,12,1,13,1,12,110
Republic Airline,DSM,ORD,7,1,14,0,7,110
Republic Airline,LGA,CHO,9,2,19,0,12,110
SkyWest Airlines Inc.,AVL,ATL,8,2,9,0,18,110
SkyWest Airlines Inc.,BNA,JFK,7,4,3,0,0,110
SkyWest Airlines Inc.,DEN,ACV,19,1,2,0,10,110
SkyWest Airlines Inc.,MCI,IAH,7,0,4,0,11,110
SkyWest Airlines Inc.,OAK,PDX,4,0,0,0,3,110
Southwest Airlines Co.,SNA,HOU,15,0,6,0,15,110
Spirit Air Lines,LAS,BNA,9,0,11,0,3,110
United Air Lines Inc.,DEN,RDM,30,1,13,0,22,110
United Air Lines Inc.,MCI,EWR,5,2,9,0,1,110
United Air Lines Inc.,ORD,PBI,8,0,12,0,4,110
Allegiant Air,PGD,AVL,10,1,19,0,26,109
Allegiant Air,SFB,LEX,9,2,9,0,12,109
American Airlines Inc.,LAX,SAT,17,0,9,0,15,109
Endeavor Air Inc.,BWI,CVG,6,0,9,0,17,109
Endeavor Air Inc.,DTW,ELM,7,0,7,0,0,109
Endeavor Air Inc.,MSP,ICT,3,1,2,0,1,109
Envoy Air,COU,DFW,10,7,12,0,13,109
Envoy Air,RIC,LGA,4,0,17,0,12,109
Frontier Airlines Inc.,PBI,TTN,23,1,22,0,18,109
Frontier Airlines Inc.,SYR,MCO,15,2,19,0,26,109
Mesa Airlines Inc.,MEM,PHX,4,1,6,0,2,109
PSA Airlines Inc.,ECP,DCA,6,2,12,0,11,109
PSA Airlines Inc.,PHL,MHT,5,1,9,0,7,109
Republic Airline,EWR,ALB,13,0,8,0,12,109
Republic Airline,JFK,CLT,12,0,11,0,4,109
Republic Airline,MYR,CLT,0,1,6,0,6,109
SkyWest Airlines Inc.,ACT,DFW,17,8,2,0,7,109
SkyWest Airlines Inc.,DFW,CRP,11,0,0,0,7,109
SkyWest Airlines Inc.,DFW,ORD,9,0,7,0,12,109
SkyWest Airlines Inc.,RAP,SLC,5,3,1,0,8,109
SkyWest Airlines Inc.,RNO,DEN,8,0,3,0,3,109
Southwest Airlines Co.,BHM,DEN,19,0,12,0,23,109
Southwest Airlines Co.,MYR,MDW,16,1,5,1,19,109
Southwest Airlines Co.,OMA,ATL,17,0,8,0,21,109
Southwest Airlines Co.,PIT,PHX,10,1,13,0,11,109
United Air Lines Inc.,JAX,DEN,2,0,5,0,1,109
United Air Lines Inc.,JFK,SFO,9,2,15,0,6,109
United Air Lines Inc.,LAX,PHX,9,0,5,0,12,109
United Air Lines Inc.,RSW,CLE,7,1,5,0,12,109
United Air Lines Inc.,SEA,LAX,7,0,9,0,6,109
United Air Lines Inc.,SMF,IAD,4,1,4,0,5,109
Alaska Airlines Inc.,DCA,PDX,3,2,10,0,11,108
Alaska Airlines Inc.,HNL,ANC,8,1,13,0,6,108
Alaska Airlines Inc.,SJC,KOA,9,1,12,0,1,108
Allegiant Air,ABE,PIE,12,2,15,0,8,108
Allegiant Air,BGR,SFB,15,2,20,0,13,108
Allegiant Air,FNT,SFB,12,2,23,0,18,108
American Airlines Inc.,IAH,PHL,8,1,10,0,7,108
American Airlines Inc.,MIA,RIC,21,4,19,0,26,108
American Airlines Inc.,MSP,MIA,8,1,10,0,2,108
Delta Air Lines Inc.,ATL,GEG,5,0,4,0,0,108
Delta Air Lines Inc.,CLE,DTW,2,1,3,0,1,108
Delta Air Lines Inc.,FAY,ATL,8,0,8,0,2,108
Endeavor Air Inc.,DFW,CVG,8,2,7,0,19,108
Endeavor Air Inc.,DTW,BWI,11,0,6,0,0,108
Endeavor Air Inc.,DTW,STL,2,0,6,0,2,108
Envoy Air,ORD,ABQ,11,3,13,0,6,108
Envoy Air,SBA,DFW,5,3,6,0,4,108
Frontier Airlines Inc.,ATL,SJU,25,0,22,0,12,108
Frontier Airlines Inc.,DEN,IND,13,1,8,0,6,108
Frontier Airlines Inc.,DEN,MKE,23,1,16,0,21,108
Frontier Airlines Inc.,MIA,SJU,29,1,11,0,14,108
JetBlue Airways,BOS,SLC,34,3,16,1,18,108
JetBlue Airways,JFK,ABQ,33,0,9,0,15,108
JetBlue Airways,OAK,LGB,13,0,9,0,21,108
PSA Airlines Inc.,LGA,DAY,11,2,27,0,30,108
Republic Airline,CHS,PHL,3,1,7,0,6,108
Republic Airline,EWR,OMA,10,0,14,0,11,108
Republic Airline,RDU,BNA,4,0,6,0,2,108
SkyWest Airlines Inc.,IAH,STL,10,0,4,0,6,108
SkyWest Airlines Inc.,JFK,BNA,12,3,4,0,2,108
SkyWest Airlines Inc.,SFO,STS,11,1,2,0,6,108
Southwest Airlines Co.,AUS,LBB,17,1,5,0,19,108
Southwest Airlines Co.,AUS,SNA,32,0,18,0,29,108
Southwest Airlines Co.,DAL,PIT,9,3,3,0,8,108
Southwest Airlines Co.,HNL,LGB,9,0,14,0,15,108
Southwest Airlines Co.,MCO,IAH,16,1,14,0,20,108
Southwest Airlines Co.,MDW,BUR,10,1,11,0,8,108
Southwest Airlines Co.,OKC,ATL,3,0,0,0,5,108
Southwest Airlines Co.,SLC,BWI,13,1,10,1,15,108
Southwest Airlines Co.,TUS,MDW,3,0,2,0,0,108
Spirit Air Lines,BNA,LAS,10,2,16,0,8,108
Spirit Air Lines,PIT,TPA,15,0,18,0,13,108
Spirit Air Lines,STT,MCO,10,7,27,2,15,108
Alaska Airlines Inc.,ANC,HNL,5,0,12,0,7,107
Alaska Airlines Inc.,SAN,GEG,9,0,15,2,11,107
Allegiant Air,PGD,FNT,20,3,24,0,25,107
American Airlines Inc.,CLT,AVL,14,1,9,0,14,107
Delta Air Lines Inc.,ATL,SGF,7,1,7,0,7,107
Delta Air Lines Inc.,CID,ATL,2,0,1,0,0,107
Delta Air Lines Inc.,CMH,MSP,5,0,2,0,1,107
Delta Air Lines Inc.,LAX,IND,7,1,7,1,10,107
Delta Air Lines Inc.,MSP,HNL,9,2,8,0,1,107
Endeavor Air Inc.,BDL,DTW,1,0,4,0,2,107
Endeavor Air Inc.,ICT,MSP,5,0,3,0,3,107
Endeavor Air Inc.,PHL,RDU,10,1,12,0,13,107
